apnid,APPEAL_NOTIFIED_DATE,APPEAL_DEC_DATE,APPEAL_DECISION,APPEAL_TYPE
5619/05,09-02-2006,16-08-2006,GRANT PERMISSION,Written Evidence
5603/05,01-02-2006,31-07-2006,REFUSE PERMISSION,Written Evidence
5618/05,03-04-2006,13-09-2006,REFUSE PERMISSION,Written Evidence
5628/05,16-02-2006,25-07-2006,GRANT PERMISSION,Written Evidence
5634/05,22-03-2006,02-11-2006,GRANT PERMISSION,Written Evidence
5637/05,16-01-2006,12-05-2006,GRANT PERMISSION,Written Evidence
5647/05,16-02-2006,21-07-2006,REFUSE PERMISSION,Written Evidence
5658/05,20-02-2006,08-08-2006,REFUSE PERMISSION,Written Evidence
5659/05,16-02-2006,18-08-2006,REFUSE PERMISSION,Written Evidence
5648/05,17-02-2006,19-07-2006,REFUSE PERMISSION,Written Evidence
5661/05,07-04-2006,14-09-2006,GRANT PERMISSION,Written Evidence
5657/05,15-02-2006,21-07-2006,REFUSE PERMISSION,Written Evidence
5685/05,17-02-2006,30-11-2006,GRANT PERMISSION,Written Evidence
5694/05,31-10-2006,08-03-2007,GRANT PERMISSION,Written Evidence
5688/05,17-02-2006,13-07-2006,APPEAL WITHDRAWN,Written Evidence
5695/05,15-02-2006,09-08-2006,GRANT PERMISSION,Written Evidence
5719/05,17-02-2006,21-06-2006,REFUSE PERMISSION,Written Evidence
5729/05,22-02-2006,08-08-2006,GRANT PERMISSION,Written Evidence
5731/05,22-02-2006,08-08-2006,GRANT PERMISSION,Written Evidence
5728/05,22-02-2006,08-08-2006,GRANT PERMISSION,Written Evidence
5733/05,16-02-2006,12-07-2006,REFUSE PERMISSION,Written Evidence
5778/05,24-02-2006,25-07-2006,REFUSE PERMISSION,Written Evidence
5765/05,22-06-2006,05-02-2007,GRANT PERMISSION,Written Evidence
5790/05,21-02-2006,31-07-2006,GRANT PERMISSION,Written Evidence
5814/05,27-02-2006,28-06-2006,GRANT PERMISSION,Written Evidence
5808/05,24-02-2006,26-07-2006,GRANT PERMISSION,Written Evidence
5828/05,22-02-2006,29-09-2006,REFUSE PERMISSION,Written Evidence
5827/05,01-03-2006,21-06-2006,APPEAL WITHDRAWN,Written Evidence
5869/05,06-03-2006,17-08-2006,GRANT PERMISSION,Written Evidence
5871/05,21-06-2006,04-10-2006,REFUSE PERMISSION,Written Evidence
5884/05,12-04-2006,20-07-2006,APPEAL DISMISSED,Written Evidence
5885/05,13-09-2006,01-02-2007,REFUSE PERMISSION,Written Evidence
5917/05,12-05-2006,01-06-2006,APPEAL WITHDRAWN,Written Evidence
5925/05,06-03-2006,03-08-2006,AMEND CONDITIONS,Written Evidence
5933/05,07-03-2006,23-08-2006,GRANT PERMISSION,Written Evidence
5937/05,24-02-2006,17-08-2006,REFUSE PERMISSION,Written Evidence
5955/05,08-03-2006,14-09-2006,REFUSE PERMISSION,Written Evidence
5959/05,03-03-2006,03-04-2006,APPEAL WITHDRAWN,Written Evidence
5970/05,21-02-2006,22-06-2006,REFUSE PERMISSION,Written Evidence
5969/05,07-03-2006,10-07-2006,REFUSE PERMISSION,Written Evidence
5983/05,09-05-2006,29-01-2007,GRANT PERMISSION,Written Evidence
5998/05,24-02-2006,27-06-2006,GRANT PERMISSION,Written Evidence
6001/05,24-02-2006,27-06-2006,GRANT PERMISSION,Written Evidence
5991/05,11-05-2006,23-11-2006,AMEND CONDITIONS,Written Evidence
6018/05,13-03-2006,04-09-2006,REFUSE PERMISSION,Written Evidence
6037/05,13-03-2006,17-08-2006,REFUSE PERMISSION,Written Evidence
6036/05,08-03-2006,11-07-2006,REFUSE PERMISSION,Written Evidence
6053/05,08-03-2006,24-10-2006,REFUSE PERMISSION,Written Evidence
6061/05,15-03-2006,04-09-2006,REFUSE OUTLINE PERMISSION,Written Evidence
6091/05,30-08-2006,13-03-2007,GRANT PERMISSION,Written Evidence
6103/05,15-03-2006,29-08-2006,REFUSE PERMISSION,Written Evidence
6112/05,20-03-2006,17-07-2006,REFUSE PERMISSION,Written Evidence
6105/05,15-03-2006,21-08-2006,REFUSE PERMISSION,Written Evidence
6150/05,21-03-2006,02-01-2007,GRANT PERMISSION,Written Evidence
6122/05,20-03-2006,18-09-2006,GRANT PERMISSION,Written Evidence
6154/05,10-10-2006,19-10-2007,GRANT PERMISSION,Written Evidence
6128/05,15-03-2006,13-09-2006,GRANT PERMISSION,Written Evidence
6151/05,15-03-2006,18-08-2006,GRANT PERMISSION,Written Evidence
6147/05,15-03-2006,06-04-2006,APPEAL WITHDRAWN,Written Evidence
6181/05,15-03-2006,06-09-2006,REFUSE PERMISSION,Written Evidence
6220/05,18-05-2006,02-04-2007,GRANT PERMISSION,Written Evidence
6182/05,02-08-2006,20-10-2006,APPEAL WITHDRAWN,Written Evidence
6196/05,12-09-2006,01-02-2007,REMOVE CONDITIONS,Written Evidence
6203/05,20-03-2006,17-07-2006,REMOVE CONDITIONS,Written Evidence
6249/05,01-06-2006,06-02-2007,REFUSE PERMISSION,Written Evidence
6230/05,07-03-2006,11-07-2006,APPEAL WITHDRAWN,Written Evidence
6241/05,23-03-2006,24-07-2006,REFUSE PERMISSION,Written Evidence
6250/05,16-03-2006,09-08-2006,GRANT PERMISSION,Written Evidence
6256/05,15-03-2006,05-09-2006,REFUSE PERMISSION,Written Evidence
6277/05,11-09-2006,18-01-2007,SPLIT DECISION,Written Evidence
6258/05,22-03-2006,23-06-2006,APPLICATION WITHDRAWN,Written Evidence
6267/05,23-03-2006,25-07-2006,REFUSE PERMISSION,Written Evidence
6301/05,23-03-2006,24-07-2006,REFUSE PERMISSION,Written Evidence
6298/05,27-07-2006,08-02-2007,GRANT PERMISSION,Written Evidence
6300/05,07-11-2006,07-09-2007,GRANT PERMISSION,Written Evidence
6302/05,07-03-2006,24-08-2006,GRANT PERMISSION,Written Evidence
6295/05,28-03-2006,25-07-2006,REFUSE PERMISSION,Written Evidence
6356/05,24-03-2006,25-07-2006,REFUSE PERMISSION,Written Evidence
6310/05,21-03-2006,24-07-2006,REFUSE PERMISSION,Written Evidence
6371/05,09-06-2006,06-11-2006,GRANT PERMISSION,Written Evidence
6364/05,22-03-2006,17-08-2006,GRANT PERMISSION,Written Evidence
6347/05,27-03-2006,31-08-2006,AMEND CONDITIONS,Written Evidence
6332/05,28-03-2006,19-09-2006,REFUSE PERMISSION,Written Evidence
6368/05,20-03-2006,18-08-2006,GRANT PERMISSION,Written Evidence
6358/05,15-03-2006,24-08-2006,REFUSE PERMISSION,Written Evidence
6365/05,28-03-2006,23-08-2006,REFUSE PERMISSION,Written Evidence
6355/05,28-03-2006,20-09-2006,REFUSE PERMISSION,Written Evidence
6376/05,18-04-2006,13-10-2006,REFUSE PERMISSION,Written Evidence
6429/05,27-03-2006,31-08-2006,GRANT PERMISSION,Written Evidence
6414/05,28-03-2006,25-07-2006,GRANT PERMISSION,Written Evidence
6400/05,03-08-2006,14-12-2006,AMEND CONDITIONS,Written Evidence
6383/05,28-03-2005,06-07-2006,APPEAL WITHDRAWN,Written Evidence
6428/05,21-08-2006,05-06-2007,GRANT PERMISSION,Written Evidence
6282/05,22-03-2006,24-08-2006,REFUSE PERMISSION,Written Evidence
6391/05,20-03-2006,30-08-2006,REFUSE PERMISSION,Written Evidence
6432/05,28-03-2006,06-04-2006,APPLICATION WITHDRAWN,Written Evidence
1035/06,30-03-2006,15-05-2006,APPEAL WITHDRAWN,Written Evidence
1037/06,29-03-2006,18-01-2007,GRANT PERMISSION,Written Evidence
1038/06,24-03-2006,28-09-2006,GRANT PERMISSION,Written Evidence
1077/06,06-07-2006,27-11-2006,GRANT PERMISSION,Written Evidence
1054/06,30-03-2006,13-09-2006,GRANT PERMISSION,Written Evidence
1072/06,06-04-2006,28-09-2006,REFUSE PERMISSION,Written Evidence
1069/06,30-03-2006,01-09-2006,REFUSE PERMISSION,Written Evidence
1086/06,10-08-2006,22-03-2007,GRANT PERMISSION,Public Enquiry
1084/06,27-03-2006,26-07-2006,REFUSE PERMISSION,Written Evidence
1083/06,10-05-2006,08-08-2006,APPEAL WITHDRAWN,Written Evidence
1081/06,03-04-2006,02-08-2006,GRANT PERMISSION,Written Evidence
1078/06,03-04-2006,08-01-2007,REFUSE PERMISSION,Written Evidence
1095/06,20-06-2006,22-11-2006,REFUSE PERMISSION,Written Evidence
1073/06,06-04-2006,28-09-2006,REFUSE PERMISSION,Written Evidence
1125/06,12-04-2006,13-12-2006,GRANT PERMISSION,Written Evidence
1113/06,11-05-2006,20-10-2006,GRANT PERMISSION,Written Evidence
1122/06,30-03-2006,27-09-2006,REFUSE PERMISSION,Written Evidence
1159/06,12-04-2006,19-05-2006,GRANT PERMISSION,Written Evidence
1170/06,07-04-2006,05-09-2006,REFUSE PERMISSION,Written Evidence
1161/06,11-04-2006,09-11-2006,GRANT PERMISSION,Written Evidence
1205/06,11-04-2006,14-08-2006,REFUSE PERMISSION,Written Evidence
1237/06,27-07-2006,22-11-2006,REFUSE PERMISSION,Written Evidence
1226/06,07-04-2006,09-10-2006,REFUSE PERMISSION,Written Evidence
1248/06,11-04-2006,18-08-2006,SPLIT DECISION,Written Evidence
1241/06,19-04-2006,17-01-2007,REFUSE PERMISSION,Written Evidence
1267/06,24-04-2006,19-10-2006,REFUSE PERMISSION,Written Evidence
1261/06,19-04-2006,17-08-2006,GRANT PERMISSION,Written Evidence
1316/06,21-04-2006,14-09-2006,REFUSE PERMISSION,Written Evidence
1342/06,19-04-2006,13-09-2006,GRANT PERMISSION,Written Evidence
1341/06,20-04-2006,20-10-2006,REFUSE PERMISSION,Written Evidence
1343/06,21-04-2006,19-09-2006,GRANT PERMISSION,Written Evidence
1327/06,20-04-2006,09-05-2006,LEAVE TO APPEAL REFUSED,Leave to Appeal
1349/06,20-04-2006,19-09-2006,REFUSE PERMISSION,Written Evidence
1366/06,05-12-2006,13-02-2007,APPEAL WITHDRAWN,Written Evidence
1377/06,01-06-2006,19-12-2006,GRANT PERMISSION,Written Evidence
1373/06,27-04-2006,30-11-2006,REFUSE PERMISSION,Written Evidence
1416/06,26-07-2006,10-01-2007,REFUSE PERMISSION,Written Evidence
1429/06,27-04-2006,21-09-2006,APPEAL WITHDRAWN,Written Evidence
1435/06,30-05-2006,19-09-2006,REFUSE PERMISSION,Written Evidence
1499/06,02-05-2006,22-11-2006,GRANT PERMISSION,Written Evidence
1503/06,26-04-2006,25-10-2006,GRANT PERMISSION,Written Evidence
1507/06,12-07-2006,15-12-2006,REFUSE PERMISSION,Written Evidence
1504/06,03-05-2006,05-09-2006,AMEND CONDITIONS,Written Evidence
1531/06,27-04-2006,28-08-2006,GRANT PERMISSION,Written Evidence
1512/06,05-05-2006,04-09-2006,GRANT PERMISSION,Written Evidence
1542/06,09-05-2006,06-11-2006,AMEND CONDITIONS,Written Evidence
1558/06,09-05-2006,05-12-2006,GRANT PERMISSION,Written Evidence
1577/06,10-05-2006,11-10-2006,GRANT PERMISSION,Written Evidence
1592/06,09-05-2006,31-10-2006,REFUSE PERMISSION,Written Evidence
1598/06,09-05-2006,24-10-2006,REFUSE PERMISSION,Written Evidence
1601/06,30-05-2006,26-06-2006,APPLICATION WITHDRAWN,Written Evidence
1628/06,16-05-2006,13-03-2008,GRANT PERMISSION,Written Evidence
1621/06,11-05-2006,31-08-2006,GRANT PERMISSION,Written Evidence
1653/06,02-08-2006,16-01-2007,GRANT PERMISSION,Written Evidence
1652/06,12-05-2006,19-10-2006,GRANT PERMISSION,Written Evidence
1639/06,09-05-2006,04-09-2006,ATTACH CONDITIONS,Written Evidence
1637/06,17-10-2006,27-04-2007,GRANT PERMISSION,Written Evidence
1655/06,09-05-2006,06-09-2006,GRANT PERMISSION,Written Evidence
1688/06,10-05-2006,24-10-2006,GRANT PERMISSION,Written Evidence
1684/06,12-05-2006,08-11-2006,ATTACH CONDITIONS,Written Evidence
1679/06,09-05-2006,13-12-2006,GRANT OUTLINE PERMISSION,Written Evidence
1734/06,26-07-2006,25-04-2007,REFUSE PERMISSION,Written Evidence
1751/06,12-12-2006,18-04-2007,GRANT PERMISSION,Written Evidence
1758/06,11-05-2006,09-10-2006,REMOVE CONDITIONS,Written Evidence
1789/06,21-08-2006,18-12-2006,GRANT PERMISSION,Written Evidence
1797/06,29-05-2006,23-10-2006,GRANT PERMISSION,Written Evidence
1784/06,09-05-2006,06-12-2006,AMEND CONDITIONS,Written Evidence
1802/06,10-04-2006,22-05-2006,NULL,Written Evidence
1818/06,08-05-2006,03-01-2007,GRANT PERMISSION,Written Evidence
1821/06,25-05-2006,10-11-2006,GRANT PERMISSION,Written Evidence
1839/06,22-05-2006,27-10-2006,GRANT PERMISSION,Written Evidence
1829/06,25-05-2006,24-10-2006,REFUSE PERMISSION,Written Evidence
1826/06,18-05-2006,26-10-2006,REFUSE PERMISSION,Written Evidence
1835/06,23-08-2006,14-02-2007,GRANT PERMISSION,Written Evidence
1830/06,10-05-2006,03-11-2006,REFUSE PERMISSION,Written Evidence
1854/06,22-05-2006,17-11-2006,REFUSE PERMISSION,Written Evidence
1871/06,30-05-2006,26-10-2006,GRANT PERMISSION,Written Evidence
1874/06,08-08-2006,30-11-2006,GRANT PERMISSION,Written Evidence
1896/06,29-05-2006,15-09-2006,SPLIT DECISION,Written Evidence
1886/06,18-05-2006,30-05-2006,LEAVE TO APPEAL GRANTED,Leave to Appeal
1884/06,16-05-2006,09-02-2007,REFUSE PERMISSION,Written Evidence
1897/06,26-05-2006,25-10-2006,REFUSE PERMISSION,Written Evidence
1894/06,26-05-2006,24-10-2006,REFUSE PERMISSION,Written Evidence
1905/06,25-05-2006,26-09-2006,GRANT PERMISSION,Written Evidence
1892/06,29-05-2006,14-09-2006,APPEAL WITHDRAWN,Written Evidence
1917/06,31-05-2006,15-06-2006,APPEAL WITHDRAWN,Written Evidence
1940/06,17-05-2006,27-10-2006,ATTACH CONDITIONS,Written Evidence
1936/06,30-05-2006,11-10-2006,GRANT PERMISSION,Written Evidence
1927/06,29-05-2006,25-09-2006,AMEND CONDITIONS,Written Evidence
1938/06,05-10-2006,16-03-2007,GRANT PERMISSION,Written Evidence
1933/06,30-05-2006,09-10-2006,SPLIT DECISION,Written Evidence
1978/06,01-06-2006,04-10-2006,REFUSE PERMISSION,Written Evidence
1976/06,18-07-2006,09-01-2007,GRANT PERMISSION,Written Evidence
1983/06,29-05-2006,16-10-2006,GRANT PERMISSION,Written Evidence
1987/06,06-06-2006,30-01-2007,REFUSE PERMISSION,Written Evidence
1985/06,30-05-2006,27-09-2006,REFUSE PERMISSION,Written Evidence
2009/06,02-06-2006,21-11-2006,GRANT PERMISSION,Written Evidence
2048/06,23-08-2006,22-02-2007,REFUSE PERMISSION,Written Evidence
2067/06,03-08-2006,02-02-2007,REFUSE PERMISSION,Written Evidence
2058/06,12-06-2006,01-11-2006,GRANT PERMISSION,Written Evidence
2080/06,08-06-2006,20-07-2006,APPEAL DISMISSED,Written Evidence
2059/06,NULL,NULL,NULL,NULL
2107/06,31-05-2006,23-10-2006,GRANT PERMISSION,Written Evidence
2096/06,13-06-2006,21-11-2006,REFUSE PERMISSION,Written Evidence
2115/06,20-07-2006,20-11-2006,SPLIT DECISION,Written Evidence
2100/06,13-06-2006,19-01-2007,SPLIT DECISION,Written Evidence
2113/06,16-10-2006,26-02-2007,ATTACH CONDITIONS,Written Evidence
2129/06,13-06-2006,17-01-2007,REFUSE PERMISSION,Written Evidence
2139/06,12-06-2006,14-07-2006,GRANT PERMISSION,Written Evidence
2145/06,29-06-2006,24-07-2006,APPEAL WITHDRAWN,Written Evidence
2140/06,14-06-2006,23-08-2006,APPEAL WITHDRAWN,Written Evidence
2167/06,13-06-2006,16-11-2006,REFUSE PERMISSION,Written Evidence
2148/06,31-05-2006,17-08-2006,APPEAL DECLARED INVALID,Written Evidence
2158/06,12-06-2006,07-11-2006,GRANT PERMISSION,Written Evidence
2156/06,20-07-2006,21-11-2006,GRANT PERMISSION,Written Evidence
2159/06,13-06-2006,16-11-2006,AMEND CONDITIONS,Written Evidence
2181/06,14-06-2006,10-10-2006,REFUSE PERMISSION,Written Evidence
2191/06,03-08-2006,04-04-2007,REFUSE PERMISSION,Written Evidence
2211/06,22-06-2006,09-01-2007,GRANT PERMISSION,Written Evidence
2218/06,22-06-2006,20-11-2006,APPEAL DECLARED INVALID,Written Evidence
2293/06,28-06-2006,26-10-2006,GRANT PERMISSION,Written Evidence
2279/06,12-06-2006,02-11-2006,GRANT PERMISSION,Written Evidence
2307/06,20-06-2006,16-11-2006,GRANT PERMISSION,Written Evidence
2305/06,27-06-2006,22-01-2007,GRANT PERMISSION,Written Evidence
2317/06,27-06-2006,22-01-2007,GRANT PERMISSION,Written Evidence
2303/06,26-06-2006,24-11-2006,GRANT PERMISSION,Written Evidence
2336/06,29-05-2006,18-10-2006,GRANT PERMISSION,Written Evidence
2321/06,28-06-2006,07-12-2006,ATTACH CONDITIONS,Written Evidence
2332/06,NULL,11-07-2006,LEAVE TO APPEAL REFUSED,Leave to Appeal
2340/06,29-06-2006,24-07-2006,APPEAL WITHDRAWN,Written Evidence
2363/06,10-10-2006,20-04-2007,GRANT PERMISSION,Written Evidence
2311/06,31-10-2006,30-04-2007,GRANT PERMISSION,Written Evidence
2372/06,22-06-2006,28-11-2006,GRANT PERMISSION,Written Evidence
2399/06,29-06-2006,31-01-2007,GRANT PERMISSION,Written Evidence
2401/06,10-10-2006,16-02-2007,APPEAL WITHDRAWN,Written Evidence
2398/06,12-06-2006,04-07-2006,LEAVE TO APPEAL REFUSED,Leave to Appeal
2385/06,13-06-2006,07-09-2006,APPLICATION WITHDRAWN,Written Evidence
2421/06,03-07-2006,19-12-2006,REFUSE PERMISSION,Written Evidence
2382/06,29-06-2006,05-12-2006,REFUSE PERMISSION,Written Evidence
2428/06,24-01-2007,24-05-2007,GRANT PERMISSION,Written Evidence
2458/06,05-07-2006,29-09-2006,REMOVE CONDITIONS,Written Evidence
2471/06,06-07-2006,13-12-2006,REFUSE PERMISSION,Written Evidence
2495/06,06-07-2006,31-10-2006,REFUSE PERMISSION,Written Evidence
2509/06,07-07-2006,07-08-2007,GRANT PERMISSION,Written Evidence
2511/06,28-06-2006,31-10-2006,GRANT PERMISSION,Written Evidence
2544/06,02-10-2006,28-05-2007,REFUSE PERMISSION,Written Evidence
2542/06,12-07-2006,09-11-2006,REFUSE PERMISSION,Written Evidence
2571/06,12-07-2006,13-11-2006,REFUSE PERMISSION,Written Evidence
2558/06,01-02-2007,08-06-2007,GRANT PERMISSION,Written Evidence
2565/06,12-07-2006,29-01-2007,REFUSE PERMISSION,Written Evidence
2597/06,12-07-2006,14-11-2006,GRANT PERMISSION,Written Evidence
2608/06,03-07-2006,19-07-2006,APPLICATION WITHDRAWN,Written Evidence
2587/06,12-07-2006,05-12-2006,GRANT PERMISSION,Written Evidence
2607/06,12-10-2006,22-05-2007,REFUSE PERMISSION,Written Evidence
2613/06,18-07-2006,14-12-2006,GRANT PERMISSION,Written Evidence
2581/06,12-07-2006,10-10-2006,APPLICATION WITHDRAWN,Written Evidence
2652/06,12-07-2006,08-11-2006,GRANT PERMISSION,Written Evidence
2649/06,30-06-2006,29-11-2006,REFUSE PERMISSION,Written Evidence
2656/06,13-09-2006,22-03-2007,REFUSE PERMISSION,Written Evidence
2644/06,17-08-2006,26-01-2007,GRANT PERMISSION,Written Evidence
2660/06,03-07-2006,20-10-2006,AMEND CONDITIONS,Written Evidence
2659/06,18-07-2006,10-11-2006,GRANT PERMISSION,Written Evidence
2674/06,06-07-2006,20-10-2006,AMEND CONDITIONS,Written Evidence
2670/06,17-08-2006,26-01-2007,GRANT PERMISSION,Written Evidence
2667/06,19-07-2006,18-12-2006,GRANT PERMISSION,Written Evidence
2687/06,20-07-2006,09-01-2007,GRANT PERMISSION,Written Evidence
2704/06,20-07-2006,18-01-2007,REFUSE PERMISSION,Written Evidence
2690/06,18-07-2006,20-11-2006,REFUSE PERMISSION,Written Evidence
2715/06,18-07-2006,07-12-2006,GRANT PERMISSION,Written Evidence
2714/06,28-02-2007,20-06-2007,AMEND CONDITIONS,Written Evidence
2717/06,22-11-2006,17-05-2007,GRANT PERMISSION,Written Evidence
2663/06,17-08-2006,26-01-2007,GRANT PERMISSION,Written Evidence
2774/06,02-10-2006,26-04-2007,REFUSE PERMISSION,Written Evidence
2767/06,27-07-2006,24-01-2007,GRANT PERMISSION,Written Evidence
2783/06,25-07-2006,24-11-2006,REFUSE PERMISSION,Written Evidence
2777/06,12-07-2006,05-12-2006,REFUSE PERMISSION,Written Evidence
2794/06,27-07-2006,13-12-2006,REFUSE PERMISSION,Written Evidence
2818/06,20-07-2006,21-11-2006,REFUSE PERMISSION,Written Evidence
2814/06,08-03-2007,03-09-2007,GRANT PERMISSION,Written Evidence
2817/06,12-09-2006,06-03-2007,REFUSE PERMISSION,Written Evidence
2845/06,27-07-2006,28-11-2006,GRANT PERMISSION,Written Evidence
2844/06,27-07-2006,06-03-2007,SPLIT DECISION,Written Evidence
2869/06,02-08-2006,14-09-2006,APPEAL WITHDRAWN,Written Evidence
2874/06,02-08-2006,19-12-2006,GRANT PERMISSION,Written Evidence
2905/06,03-08-2006,06-11-2006,REFUSE PERMISSION,Written Evidence
2909/06,03-08-2006,16-01-2007,REFUSE PERMISSION,Written Evidence
2928/06,03-08-2006,29-11-2006,GRANT PERMISSION,Written Evidence
2961/06,10-08-2006,08-01-2007,REFUSE PERMISSION,Written Evidence
2971/06,10-08-2006,21-11-2006,AMEND CONDITIONS,Written Evidence
2988/06,02-08-2006,30-11-2006,REMOVE CONDITIONS,Written Evidence
2978/06,02-08-2006,06-12-2006,REFUSE PERMISSION,Written Evidence
2990/06,02-03-2007,24-07-2007,GRANT PERMISSION,Written Evidence
2986/06,02-08-2006,20-12-2006,GRANT PERMISSION,Written Evidence
3001/06,11-08-2006,06-12-2006,GRANT PERMISSION,Written Evidence
3011/06,10-01-2007,30-04-2007,REFUSE PERMISSION,Written Evidence
3047/06,28-02-2007,19-06-2007,GRANT PERMISSION,Written Evidence
3035/06,28-02-2007,19-06-2007,GRANT PERMISSION,Written Evidence
3031/06,22-11-2006,29-03-2007,REFUSE PERMISSION,Written Evidence
3037/06,11-08-2006,23-02-2007,REFUSE PERMISSION,Written Evidence
3071/06,13-09-2006,18-01-2007,GRANT PERMISSION,Written Evidence
3079/06,08-08-2006,16-01-2007,GRANT PERMISSION,Written Evidence
3089/06,15-08-2006,17-01-2007,GRANT PERMISSION,Written Evidence
3057/06,04-08-2006,12-02-2007,GRANT PERMISSION,Written Evidence
3096/06,05-10-2006,18-04-2007,GRANT PERMISSION,Written Evidence
3102/06,15-08-2006,23-02-2007,REFUSE PERMISSION,Written Evidence
3099/06,15-08-2006,12-12-2006,GRANT PERMISSION,Written Evidence
3106/06,04-08-2006,12-01-2007,REFUSE PERMISSION,Written Evidence
3127/06,16-08-2006,14-12-2006,REFUSE PERMISSION,Written Evidence
3107/06,18-08-2006,18-12-2006,REFUSE PERMISSION,Written Evidence
3124/06,11-08-2006,05-02-2007,GRANT PERMISSION,Written Evidence
3129/06,10-08-2006,28-08-2006,APPEAL WITHDRAWN,Written Evidence
3130/06,28-12-2006,11-04-2008,GRANT PERMISSION,Written Evidence
3150/06,15-08-2006,28-02-2007,AMEND CONDITIONS,Written Evidence
3157/06,09-03-2007,10-07-2007,GRANT PERMISSION,Written Evidence
3207/06,11-08-2006,06-12-2006,REFUSE PERMISSION,Written Evidence
3209/06,17-08-2006,24-01-2007,GRANT PERMISSION,Written Evidence
3215/06,16-08-2006,11-01-2007,REFUSE PERMISSION,Written Evidence
3235/06,23-08-2006,28-02-2007,AMEND CONDITIONS,Written Evidence
3233/06,09-01-2007,12-10-2007,REFUSE PERMISSION,Written Evidence
3251/06,23-08-2006,14-02-2007,REMOVE CONDITIONS,Written Evidence
3253/06,03-08-2006,05-12-2006,SPLIT DECISION,Written Evidence
3270/06,23-08-2006,21-12-2006,APPEAL WITHDRAWN,Written Evidence
3275/06,28-11-2006,19-12-2006,LEAVE TO APPEAL REFUSED,Leave to Appeal
3293/06,23-08-2006,30-08-2006,APPEAL WITHDRAWN,Written Evidence
3292/06,14-08-2006,10-01-2007,GRANT PERMISSION,Written Evidence
3295/06,24-08-2006,26-02-2007,REFUSE PERMISSION,Written Evidence
3319/06,24-08-2006,02-02-2007,REMOVE CONDITIONS,Written Evidence
3296/06,25-10-2006,20-06-2007,REFUSE PERMISSION,Written Evidence
3308/06,12-04-2007,09-08-2007,GRANT PERMISSION,Written Evidence
3341/06,06-11-2006,16-01-2007,APPLICATION WITHDRAWN,Written Evidence
3329/06,16-08-2006,11-01-2007,GRANT PERMISSION,Written Evidence
3340/06,30-08-2006,23-03-2007,REFUSE PERMISSION,Written Evidence
3364/06,05-09-2006,NULL,NULL,Written Evidence
3427/06,02-04-2007,19-09-2007,REMOVE CONDITIONS,Written Evidence
3415/06,01-09-2006,12-01-2007,REFUSE PERMISSION,Written Evidence
3445/06,18-01-2007,25-06-2007,GRANT PERMISSION,Written Evidence
